Restaurant Name,Rating,Price Range,Type of food,Phone,Address,Zipcode,City,State,Country,Website,Hours
Don Villa,3.0,$,"Tacos, Tacos",,Orión Sur 71,72810,San Andrés Cholula,Puebla,MX,,Mon 5:30 am - 1:00 am; Tue 5:30 am - 1:00 am; Wed 5:30 am - 1:00 am; Thu 5:30 am - 1:00 am; Fri 5:30 am - 1:00 am; Sat 5:30 am - 1:00 am; Sun 5:30 am - 1:00 am Open now
El \xd1ero,5.0,$,"Tacos, Tacos",,Av. Industrial 13201,77530,Cancún,Quintana Roo,MX,,Mon 5:00 pm - 6:00 am; Tue 5:00 pm - 6:00 am; Wed 5:00 pm - 6:00 am; Thu 5:00 pm - 6:00 am; Fri 5:00 pm - 6:00 am; Sat 5:00 pm - 6:00 am; Sun Closed
El \xd1ero,5.0,$,"Tacos, Tacos",,Calle Prol. Av. Kabáh S/N,,Cancún,Quintana Roo,MX,,Mon 4:00 pm - 12:00 am Closed now; Tue 4:00 pm - 12:00 am; Wed 4:00 pm - 12:00 am; Thu 4:00 pm - 12:00 am; Fri 4:00 pm - 12:00 am; Sat 4:00 pm - 12:00 am; Sun 4:00 pm - 12:00 am
El Amanecer,5.0,,"Tacos, Tacos",,"Calle 56 A, Mercado Lucas de Gálvez",97000,Mérida,Yucatán,MX,,
El Andador Carnes y Papas,3.0,,"Tacos, Tacos",+52 33 120 01227,"CALLE DE MORELOS 89, CENTRO,",44100,Guadalajara,Jalisco,MX,,Mon 10:00 am - 8:00 pm; Tue 10:00 am - 8:00 pm; Wed 10:00 am - 8:00 pm; Thu 10:00 am - 8:00 pm; Fri 10:00 am - 8:00 pm; Sat 10:00 am - 8:00 pm; Sun 10:00 am - 8:00 pm Open now
El Arbolito,4.0,,"Tacos, Tacos",+52 664 688 0002,"Miguel F. Martínez 880, Col. Centro",22435,Tijuana,Baja California,MX,,
El Areolito,5.0,,"Tacos, Tacos",,,77780,"México, D.F.",,MX,,
El Atorón,,,"Tacos, Tacos",,Calle 50 92,77517,Cancún,Quintana Roo,MX,,
El Balcón de la Lechuza,4.5,$$,"Tacos, Tacos",,"Emilio Carranza 203-A, Col. Roforma",68050,Oaxaca,,MX,,Mon 12:00 pm - 1:30 am; Tue 12:00 pm - 1:30 am; Wed 12:00 pm - 1:30 am; Thu 12:00 pm - 1:30 am; Fri 12:00 pm - 1:30 am; Sat 12:00 pm - 1:30 am; Sun 12:00 pm - 1:30 am Open now
El Balcón de la Lechuza,4.0,$,"Tacos, Tacos",+52 951 514 7178,"Miguel Hidalgo 1116, Col. Centro",68000,Oaxaca,,MX,,Mon 1:00 pm - 1:00 am; Tue 1:00 pm - 1:00 am; Wed 1:00 pm - 1:00 am; Thu 1:00 pm - 1:00 am; Fri 1:00 pm - 1:00 am; Sat 1:00 pm - 1:00 am; Sun 1:00 pm - 1:00 am Open now
El Balcón de la Lechuza,4.0,$,"Tacos, Tacos",+52 951 144 7770,"Universidad 108, Col. Trinidad de las Huertas",68120,Oaxaca,,MX,,Mon 1:00 pm - 1:00 am; Tue 1:00 pm - 1:00 am; Wed 1:00 pm - 1:00 am; Thu 1:00 pm - 1:00 am; Fri 1:00 pm - 1:00 am; Sat 1:00 pm - 1:00 am; Sun 1:00 pm - 1:00 am Open now
El Bisonte,4.0,,"Tacos, Tacos",,Av. Paseo de los Leones 2205,64610,Monterrey,Nuevo León,MX,,
El Brujo,5.0,,"Tacos, Tacos",,"Manzana 22, Residencial Santa María, Atzompa, Oaxaca.",71220,San Jacinto Amilpas,Oaxaca,MX,,
El Buen Taco,,,"Tacos, Tacos",+52 44 218 57470,Calle Ignacio Pérez Norte 70,76030,Santiago de Querétaro,Querétaro,MX,,
El Buen Taco de Arandas,5.0,,"Tacos, Tacos",,"Av. Obsidiana S/N, Col. Loma Bonita",45086,Zapopan,Jalisco,MX,,Mon 7:00 pm - 1:00 am Closed now; Tue 7:00 pm - 1:00 am; Wed 7:00 pm - 1:00 am; Thu 7:00 pm - 1:00 am; Fri 7:00 pm - 1:00 am; Sat 7:00 pm - 1:00 am; Sun 7:00 pm - 1:00 am
El Califa,4.0,$$,"Tacos, Tacos",+52 55 5251 0028,"Av. Stim 1328, Col. Bosques de las Lomas",05120,"México, D.F.",,MX,elcalifa.com.mx,Mon 1:00 pm - 4:00 am; Tue 1:00 pm - 4:00 am; Wed 1:00 pm - 4:00 am; Thu 1:00 pm - 4:00 am; Fri 1:00 pm - 4:00 am; Sat 1:00 pm - 4:00 am; Sun 1:00 pm - 4:00 am Open now
El Camaroncito,5.0,$,"Tacos, Tacos",,Calle 35 Nte. 63,77513,Cancún,Quintana Roo,MX,,
El Campesino,5.0,,"Tacos, Tacos",+52 33 102 80401,"Escuela Militar Aviación 59, Col. Ladron de Guevara, Lafayette",44600,Guadalajara,Jalisco,MX,,Mon 10:00 am - 5:30 pm Closed now; Tue 10:00 am - 5:30 pm; Wed 10:00 am - 5:30 pm; Thu 10:00 am - 5:30 pm; Fri 10:00 am - 5:30 pm; Sat 10:00 am - 5:30 pm; Sun Closed
El Carboncito,4.5,$,"Tacos, Tacos",,Filadelfia 160,03810,Ciudad de México,D.F.,MX,,
El Carnalito,5.0,$,"Tacos, Tacos",,Toluca - Ixtlahuaca de Rayón 219,,San Cayetano Morelos,México,MX,,
El Cazito de Michoacán,4.5,$,"Tacos, Tacos",,"Calle 60 S/N, Col. Plan de Ayala",97118,Mérida,Yucatán,MX,,Mon Closed; Tue Closed; Wed 7:00 am - 5:00 pm; Thu 7:00 am - 5:00 pm; Fri 7:00 am - 5:00 pm; Sat 7:00 am - 5:00 pm; Sun 7:00 am - 5:00 pm Closed now
El Chamorro,5.0,,"Tacos, Tacos",,"Mártires de Tacubaya 103, Santa Cruz Xoxocotlán",71230,Santa Cruz Xoxocotlán,Oaxaca,MX,,
El Charco de las Ranas,4.5,$,"Tacos, Tacos",+52 984 129 1389,Av. 15 N,77710,Playa del Carmen,Quintana Roo,MX,,Mon 7:00 am - 1:00 am; Tue 7:00 am - 1:00 am; Wed 7:00 am - 1:00 am; Thu 7:00 am - 1:00 am; Fri 7:00 am - 1:00 am; Sat 7:00 am - 1:00 am; Sun 7:00 am - 1:00 am Open now
El Chícharo,5.0,,"Tacos, Tacos",,"Cumbres de Maltrata S/N, Col. Narvarte Poniente",03020,Ciudad de México,D.F.,MX,,Mon 6:00 pm - 6:00 am; Tue 6:00 pm - 6:00 am; Wed 6:00 pm - 6:00 am; Thu 6:00 pm - 6:00 am; Fri 6:00 pm - 6:00 am; Sat 6:00 pm - 6:00 am; Sun 6:00 pm - 6:00 am Closed now
El Chino,3.0,$,"Tacos, Tacos",,"Central 744, Col. Chapultepec",66420,San Nicolás de los Garza,Nuevo León,MX,,
El Chipotle Arabe,4.0,$,"Tacos, Tacos",,"Isabel la Católica 895, Col. Postal",03420,"México, D.F.",,MX,,
El Chuleton,5.0,$,"Tacos, Tacos",+52 984 188 3066,"10 Av. Sur S/N, Col. Centro",77710,Playa del Carmen,Quintana Roo,MX,,Mon 12:00 pm - 11:00 pm Closed now; Tue 12:00 pm - 11:00 pm; Wed 12:00 pm - 11:00 pm; Thu 12:00 pm - 11:00 pm; Fri 12:00 pm - 11:00 pm; Sat 12:00 pm - 11:00 pm; Sun 12:00 pm - 11:00 pm
El Compita,3.0,,"Tacos, Tacos",,Manuel Acuña 470,22435,Tijuana,Baja California,MX,,Mon 7:00 am - 4:00 pm; Tue 7:00 am - 4:00 pm; Wed 7:00 am - 4:00 pm; Thu 7:00 am - 4:00 pm; Fri 7:00 am - 4:00 pm; Sat 7:00 am - 4:00 pm; Sun 7:00 am - 4:00 pm Open now
El Corral del Taco,4.0,$,"Tacos, Tacos",,"Paseo de Amsterdam 171, Col. Tejeda.",76901,El Pueblito,Querétaro,MX,,
El Cuñado,5.0,,"Tacos, Tacos",+52 322 136 7571,"Francisca Rodríguez S/N, Col. Emiliano Zapata",48380,Puerto Vallarta,Jalisco,MX,,
El Encanto,5.0,,"Tacos, Tacos",+52 222 505 2835,"Calle 6A Sur 3737, Col. Anzures",72500,Heróica Puebla de Zaragoza,Puebla,MX,taqueriaelencanto.weebly.com,Mon 6:00 pm - 12:30 am; Tue 6:00 pm - 12:30 am; Wed 6:00 pm - 12:30 am; Thu 6:00 pm - 12:30 am; Fri 6:00 pm - 2:30 am; Sat 6:00 pm - 2:30 am; Sun Closed
El Espartaco,5.0,,"Tacos, Tacos",+52 477 269 6424,Blvd. Juan Alonso de Torres #701 Colonia La Alameda,37204,León,Guanajuato,MX,,
El Farolito,4.0,,"Tacos, Tacos",,Av. José Vasconcelos 465,66220,Monterrey,Nuevo León,MX,,
El Farolito,4.0,,"Tacos, Tacos",+52 55 5247 3190,"esús del Monte 9, Jesús del Monte",52763,Jesús del Monte,México,MX,,
El Farolito,2.0,,"Tacos, Tacos",+52 81 867 62656,Rio Tamazuchale col del Valle,,Del Valle,Nuevo León,MX,taqueriaselfarolito.com.mx,
El Farolito,4.0,$$,"Tacos, Tacos",+52 55 5273 7297,"Altata 19, Col. Condesa",06100,"México, D.F.",,MX,taqueriaselfarolito.com.mx,Mon 12:00 pm - 2:00 am Closed now; Tue 12:00 pm - 2:00 am; Wed 12:00 pm - 2:00 am; Thu 12:00 pm - 2:00 am; Fri 12:00 pm - 3:00 am; Sat 12:00 pm - 3:00 am; Sun 12:00 pm - 1:00 am
El Flamboyán,4.5,,"Tacos, Tacos",,Calle 28 D S/N,97144,Mérida,Yucatán,MX,,Mon 7:00 am - 1:00 am; Tue 7:00 am - 1:00 am; Wed 7:00 am - 1:00 am; Thu 7:00 am - 1:00 am; Fri 7:00 am - 1:00 am; Sat 7:00 am - 1:00 am; Sun 7:00 am - 1:00 am Open now
El Fogon,2.0,,"Tacos, Tacos",+52 744 484 5079,"Costera Miguel Alemán Valdez S/N, Col. Costa Azúl",39850,Acapulco,Guerrero,MX,,
El Fogon,4.0,$,"Tacos, Tacos",,"Cto. Economistas 2, Col. Ciudad Satélite",53100,Naucalpan de Juárez,D.F.,MX,,
El Fogón del May,4.0,$$,"Tacos, Tacos",,Av. López Portillo esquina con Calle 79,77500,Cancún,Quintana Roo,MX,,Mon 1:00 pm - 5:00 am; Tue 1:00 pm - 5:00 am; Wed 1:00 pm - 5:00 am; Thu 1:00 pm - 5:00 am; Fri 1:00 pm - 5:00 am; Sat 1:00 pm - 5:00 am; Sun 1:00 pm - 8:00 pm Open now
El Fogoncito,3.5,$$,"Tacos, Tacos",+52 81 833 51138,"Rio Tamazunchale 108, Col. del Valle",66220,Monterrey,Nuevo León,MX,fogoncito.com,
El Fogoncito,3.5,$$,"Tacos, Tacos",+52 951 502 5835,Av. Juárez 905,93960,Centro,Oaxaca,MX,,
El G\xfcero,3.5,$,"Tacos, Tacos",,"Av. Moctezuma 1438-A, Haciendas del Tepeyac",45053,Zapopan,Jalisco,MX,,Mon 6:00 pm - 1:00 am; Tue 6:00 pm - 1:00 am; Wed 6:00 pm - 1:00 am; Thu 6:00 pm - 1:00 am; Fri 6:00 pm - 1:00 am; Sat 6:00 pm - 1:00 am; Sun 6:00 pm - 1:00 am Closed now
El G\xfcero,4.0,$,"Tacos, Tacos",,"Av. Revolución 3429A, Col. Rincon de la Primavera",64835,Monterrey,Nuevo León,MX,,
El G\xfcero,,,"Tacos, Tacos",,Calle Monte Olimpo 846A,66466,San Nicolás de los Garza,Nuevo León,MX,,Mon 7:00 pm - 12:00 am; Tue 8:00 pm - 12:00 am; Wed 7:00 pm - 12:00 am; Thu 8:00 pm - 12:00 am; Fri 8:00 pm - 4:00 am; Sat 7:00 pm - 3:00 am; Sun 6:00 pm - 1:00 am Open now
El G\xfcero Alteño,5.0,$,"Tacos, Tacos",+52 55 8995 2470,"Av. Santa Esther 204, Col. Santa Margarita",45140,Zapopán,Jalisco,MX,elgueroalteno.com,Mon 8:00 am - 11:00 pm; Tue 8:00 am - 11:00 pm; Wed 8:00 am - 11:00 pm; Thu 8:00 am - 11:00 pm; Fri 8:00 am - 11:00 pm; Sat 8:00 am - 11:00 pm; Sun 8:00 am - 11:00 pm Open now
El Gallito,,,"Tacos, Tacos",,Avenida Insurgentes 299,64650,Monterrey,Nuevo León,MX,,Mon 7:00 am - 2:00 pm; Tue 7:00 am - 2:00 pm; Wed 7:00 am - 2:00 pm; Thu 7:00 am - 2:00 pm; Fri 7:00 am - 2:00 pm; Sat 7:00 am - 2:00 pm; Sun Closed
El Gordito,,,"Tacos, Tacos",,"José López Portillo, Fovissste, 64",77524,Cancún,Quintana Roo,MX,,Mon 6:00 pm - 12:00 am; Tue 6:00 pm - 12:00 am; Wed 6:00 pm - 12:00 am; Thu Closed; Fri 6:00 pm - 12:00 am; Sat 6:00 pm - 12:00 am; Sun 6:00 pm - 12:00 am Open now
El Gran Pastor,5.0,$,"Tacos, Tacos",,Lázaro Cárdenas S/N,23450,Cabo San Lucas,Baja California Sur,MX,,Mon 6:30 pm - 1:00 am; Tue 6:30 pm - 1:00 am; Wed 6:30 pm - 1:00 am; Thu 6:30 pm - 1:00 am; Fri 6:30 pm - 1:00 am; Sat 6:30 pm - 1:00 am; Sun 6:30 pm - 1:00 am Closed now
El Gran Taco,3.5,$,"Tacos, Tacos",+52 998 254 7233,Av. Nichupté S/N,,Cancún,Quintana Roo,MX,,Mon 4:00 pm - 1:00 am; Tue 4:00 pm - 1:00 am; Wed 4:00 pm - 1:00 am; Thu 4:00 pm - 1:00 am; Fri 4:00 pm - 1:00 am; Sat 4:00 pm - 1:00 am; Sun 4:00 pm - 1:00 am Open now
El Gran Takazo,4.0,,"Tacos, Tacos",+52 222 403 3738,"37 Norte, esq. 4 Poniente, Col. Amor",72000,Puebla,,MX,,
El Gran Takazo,,,"Tacos, Tacos",,"Av. Reforma Sur 2921, Col. La Paz",72160,Puebla,,MX,,
El Gran Takazo,5.0,$,"Tacos, Tacos",+52 222 868 9116,"Esteban de Antuñano 302, Col. Reforma Sur",72160,Puebla,,MX,,Mon 9:00 am - 5:00 am; Tue 9:00 am - 5:00 am; Wed 9:00 am - 5:00 am; Thu 9:00 am - 5:00 am; Fri 9:00 am - 5:00 am; Sat 9:00 am - 5:00 am; Sun 9:00 am - 5:00 am Open now
El Habanerito,5.0,$,"Tacos, Tacos",,Independencia 311A,71226,Santa Cruz Amilpas,Oaxaca,MX,,Mon 5:00 pm - 1:00 am; Tue 5:00 pm - 1:00 am; Wed 5:00 pm - 1:00 am; Thu 5:00 pm - 1:00 am; Fri 5:00 pm - 1:00 am; Sat 5:00 pm - 2:00 am; Sun 5:00 pm - 2:00 am Open now
El Hayito,4.0,$$,"Tacos, Tacos",+52 55 5536 5205,Av. Universidad 191,03020,"México, D.F.",,MX,,Mon 3:00 pm - 10:00 pm; Tue 3:00 pm - 10:00 pm; Wed 3:00 pm - 10:00 pm; Thu 3:00 pm - 10:00 pm; Fri 3:00 pm - 12:00 am; Sat 3:00 pm - 12:00 am; Sun 3:00 pm - 10:00 pm Open now
El Huarache,,,"Tacos, Tacos",,Plutarco Elías Calles 78,37980,San José Iturbide,Guanajuato,MX,,
El Huequito,4.5,$$,"Tacos, Tacos",+52 55 5611 1301,Tintoreto 148,03710,"México, D.F.",,MX,elhuequito.com.mx,Mon 9:00 am - 4:00 am; Tue 9:00 am - 4:00 am; Wed 9:00 am - 4:00 am; Thu 9:00 am - 4:00 am; Fri 9:00 am - 4:00 am; Sat 9:00 am - 4:00 am; Sun 9:00 am - 4:00 am Open now
El Huequito,4.5,$$,"Tacos, Tacos",+52 55 5553 7136,"Bajo Puente, Local 4 Esq. Juan Escutia, Col. Condesa",11850,"México, D.F.",,MX,elhuequito.com.mx,
El Jaguar Maya,5.0,$,"Tacos, Tacos",+52 222 561 1323,Camino Real a Cholula 4,72170,Heroica Puebla de Zaragoza,Puebla,MX,,Mon 9:00 am - 5:00 pm; Tue 9:00 am - 5:00 pm; Wed 9:00 am - 5:00 pm; Thu 9:00 am - 5:00 pm; Fri 9:00 am - 5:00 pm; Sat 9:00 am - 4:00 pm; Sun Closed
El Kalimán,4.0,$$,"Tacos, Tacos",,"Campeche 374, Col. Condesa",06140,"México, D.F.",,MX,,
El León Rojo,3.5,$,"Tacos, Tacos",,"Reforma S/N, Col. Centro Histórico",72000,Puebla,,MX,,Mon 10:00 am - 12:00 am Closed now; Tue 10:00 am - 12:00 am; Wed 10:00 am - 12:00 am; Thu 10:00 am - 12:00 am; Fri 10:00 am - 12:00 am; Sat 10:00 am - 12:00 am; Sun 10:00 am - 12:00 am
El Metate,3.0,,"Tacos, Tacos",,Calle Cerro del Colli S/N,45040,Zapopan,Jalisco,MX,,Mon 8:30 am - 4:00 pm; Tue 8:30 am - 4:00 pm; Wed 8:30 am - 4:00 pm; Thu 8:30 am - 4:00 pm; Fri 8:30 am - 4:00 pm; Sat 8:30 am - 1:30 pm; Sun Closed
El Mexicano,4.5,,"Tacos, Tacos",,Avenida México 2075,44600,Guadalajara,Jalisco,MX,,
El Mexicano,5.0,,"Tacos, Tacos",,Carretera Constitución 38,37980,San José Iturbide,Guanajuato,MX,,
El Morenazo,,,"Tacos, Tacos",,Prol. Paseo De Los Heroes 4068,22100,Tijuana,Baja California,MX,,Mon 10:00 am - 7:00 pm; Tue 10:00 am - 7:00 pm; Wed 10:00 am - 7:00 pm; Thu 10:00 am - 7:00 pm; Fri 10:00 am - 7:00 pm; Sat 10:00 am - 7:00 pm; Sun Closed
El Naranjito,4.5,$,"Tacos, Tacos",+52 55 5243 3665,"Calle Rumania 1002, Col. Portales sur",03300,"México, D.F.",,MX,,
"El Naranjito, Mexican Food",4.0,$,"Tacos, Tacos",+52 55 5243 3665,"Enrique Rebsamen 636-B, Colonia Narvarte",03020,"México, D.F.",,MX,,
El Nayarita Tacos,4.0,,"Tacos, Tacos",,"Ruiz Cortinez, Valle de Lincoln",64310,Monterrey,Nuevo León,MX,,
El Norteñito,5.0,,"Tacos, Tacos",+52 81 835 60784,"Av. Manuel Gómez Morín 799, Col. Del Valle",66297,Residencial Chipinque 1er Sector,Nuevo León,MX,,Mon 7:30 am - 2:30 pm6:00 pm - 12:00 am; Tue 7:30 am - 2:30 pm6:00 pm - 12:00 am; Wed 7:30 am - 2:30 pm6:00 pm - 12:00 am; Thu 7:30 am - 2:30 pm6:00 pm - 12:00 am; Fri 7:30 am - 2:30 pm6:00 pm - 12:30 am; Sat 7:30 am - 2:30 pm6:00 pm - 12:30 am; Sun 7:30 am - 2:30 pm6:00 pm - 12:30 am Open now
El Paisa,4.5,$,"Tacos, Tacos",+52 624 143 1489,Lázaro Cárdenas 12,23450,Cabo San Lucas,Baja California Sur,MX,,
El Paisa 2,4.5,,"Tacos, Tacos",,"Av. Juárez S/N, Zona Centro",36000,Guanajuato,,MX,,
El Paisa de Escandón,5.0,$,"Tacos, Tacos",,"José Martí 104, Col. Escandón",02400,"México, D.F.",,MX,,
El Papá de los Naranjitos,3.5,$,"Tacos, Tacos",+52 55 4336 0019,Cumbres de Maltrata 393,03020,"México, D.F.",,MX,,Mon 12:00 pm - 3:00 am Closed now; Tue 12:00 pm - 3:00 am; Wed 12:00 pm - 3:00 am; Thu 12:00 pm - 3:00 am; Fri 12:00 pm - 3:00 am; Sat 12:00 pm - 3:00 am; Sun 12:00 pm - 3:00 am
El Paradero,,,"Tacos, Tacos",+52 449 912 2395,Av Independecia 1501,20130,Aguascalientes,,MX,,
El Paraíso de la Memela,5.0,,"Tacos, Tacos",,"49 Poniente 4709, Col. Prados Agua Azul",72060,Puebla,,MX,,Mon 10:00 am - 6:00 pm; Tue 10:00 am - 6:00 pm; Wed 10:00 am - 6:00 pm; Thu 10:00 am - 6:00 pm; Fri 10:00 am - 6:00 pm; Sat Closed; Sun Closed
El Pastor Caribeño,5.0,$,"Tacos, Tacos",+52 998 688 9224,"Av. de la Luna 50, Local 12",77533,Cancún,Quintana Roo,MX,elpastorcaribeno.com,
El Pastor del Rica Taquería,5.0,,"Tacos, Tacos",,"Av. Federalistas 2225, Col. del Valle",45138,Zapopan,Jalisco,MX,,
El Pastor Maya,,,"Tacos, Tacos",,Calle 15 236,97173,Mérida,Yucatán,MX,,
El pastor Suizo,3.5,$$,"Tacos, Tacos",,"Calle 28 D Polígono Itzimná 108, Entre 27 diagonal y 25 diagonal",97143,Mérida,Yucatán,MX,,
El Pastor Suizo,3.5,,"Tacos, Tacos",,"Calle 50 Av. Mérida 2000, Col. Terranova",97280,Mérida,Yucatán,MX,,
El Pata,5.0,,"Tacos, Tacos",,Carretera México-Querétaro 186,,Parque del Cimatario,Querétaro,MX,,
El Pata,5.0,,"Tacos, Tacos",+52 72 270 65920,"Av.Tecnológico 620, Col. Agricola Bellavista",52172,Metepec,México,MX,tacoselpata.com.mx,Mon 12:00 pm - 1:00 am; Tue 12:00 pm - 1:00 am; Wed 12:00 pm - 1:00 am; Thu 12:00 pm - 3:00 am; Fri 12:00 pm - 3:00 am; Sat 12:00 pm - 3:00 am; Sun 12:00 pm - 1:00 am Open now
El Peloncito,,,"Tacos, Tacos",,6 Norte,72760,San Pedro Cholula,Puebla,MX,,
El Perro Fino,,,"Tacos, Tacos",+52 55 1505 4309,"Blvd. Juan Alonso de Torres 233, Col. Panorama",37179,León,Guanajuato,MX,,
El Picudo,4.0,$,"Tacos, Tacos",+52 998 887 5444,"Av. Palenque Sm 62, Mz 5",77513,Cancún,Quintana Roo,MX,,
El Pino,,,"Tacos, Tacos",,Calzada Desierto de los Leones 39,,Ciudad de México,D.F.,MX,,
El Pirata Memo,3.5,,"Tacos, Tacos",+52 81 835 60600,"Río Mississippi #124, Col. Del Valle",66220,Monterrey,Nuevo León,MX,,
El Pirata Memo,4.0,,"Tacos, Tacos",+52 81 835 60600,"Río Mississippi 124, Col. del Valle",66220,Monterrey,Nuevo León,MX,,
El Poblano,4.0,$,"Tacos, Tacos",+52 998 106 6573,"Blvd. Kukulcan 5, Col. Zona Hotelera",77500,Cancún,Quintana Roo,MX,,
El Poblano,,,"Tacos, Tacos",+52 66 161 65529,Carr. Libre Tijuana-Rosarito Km. 47,22744,Rosarito,Baja California,MX,,Mon 9:30 am - 12:00 am; Tue 9:30 am - 12:00 am; Wed 9:30 am - 12:00 am; Thu 9:30 am - 12:00 am; Fri 9:30 am - 12:00 am; Sat 9:30 am - 2:00 am; Sun 9:30 am - 12:00 am Open now
El Pony,3.0,,"Tacos, Tacos",,Blvd. Adolfo López Mateos,37160,León,Guanajuato,MX,,
El Porfiriato,4.5,,"Tacos, Tacos",+52 81 193 36605,"Av. Luis Elizondo 430, Col. Alta Vista",64840,Monterrey,Nuevo León,MX,,Mon 7:00 pm - 10:00 pm; Tue 1:00 pm - 10:00 pm; Wed 1:00 pm - 10:00 pm; Thu 1:00 pm - 10:00 pm; Fri 1:00 pm - 10:00 pm; Sat 1:00 pm - 10:00 pm; Sun 1:00 pm - 10:00 pm Open now
El Potro Loco,3.5,$$,"Tacos, Tacos",+52 47 373 25921,"Campanero #16, Zona Centro",36000,Guanajuato,,MX,,Mon 6:00 pm - 4:00 am; Tue 6:00 pm - 4:00 am; Wed 6:00 pm - 4:00 am; Thu 6:00 pm - 6:00 am; Fri 6:00 pm - 6:00 am; Sat 6:00 pm - 6:00 am; Sun Closed
El Potro Loco,,,"Tacos, Tacos",+52 449 915 9363,Av. Venustiano Carranza 309,,Aguascalientes,,MX,,Mon 5:30 pm - 3:00 am; Tue 5:30 pm - 3:00 am; Wed 5:30 pm - 3:00 am; Thu 5:30 pm - 5:00 am; Fri 5:30 pm - 5:00 am; Sat 5:30 pm - 5:00 am; Sun Closed
El Puerquito Valiente,,,"Tacos, Tacos",+52 81 164 52100,"San Fernando 809, Col. Mitras Norte",64320,Monterrey,Nuevo León,MX,,Mon 7:00 pm - 11:00 pm; Tue 7:00 pm - 11:00 pm; Wed 7:00 pm - 11:00 pm; Thu 7:00 pm - 11:00 pm; Fri 7:00 pm - 11:00 pm; Sat 7:00 pm - 11:00 pm; Sun Closed
El Ranchero,,,"Tacos, Tacos",,Calle Luis Pérez Verdía 256,44600,Guadalajara,Jalisco,MX,,
El Ranchero,4.5,$,"Tacos, Tacos",+52 55 3631 9444,Av. Adolfo Lopez Mateos Sur 5480,45070,Zapopan,Jalisco,MX,elranchero.mx,Mon 7:00 am - 5:00 pm; Tue 7:00 am - 5:00 pm; Wed 7:00 am - 5:00 pm; Thu 7:00 am - 5:00 pm; Fri 7:00 am - 5:00 pm; Sat 7:00 am - 5:00 pm; Sun 7:00 am - 5:00 pm Open now
El Ranchero,4.0,$,"Tacos, Tacos",+52 33 312 17133,"Xóchitl 4686, Col. Prados Tepeyac",45050,Zapopan,Jalisco,MX,elranchero.mx,
El Rey,,,"Tacos, Tacos",,Dalia 741,22200,Tijuana,Baja California,MX,,
El Rey de Boturini,5.0,,"Tacos, Tacos",,"Av. Lorenzo Boturini 4505, Col. 24 de Abril",15980,Venustiano Carranza,D.F.,MX,,Mon 1:00 pm - 2:00 am Closed now; Tue 1:00 pm - 2:00 am; Wed 1:00 pm - 2:00 am; Thu 1:00 pm - 2:00 am; Fri 1:00 pm - 4:00 am; Sat 1:00 pm - 4:00 am; Sun 1:00 pm - 2:00 am
El Rey del Taco,,,"Tacos, Tacos",+52 951 311 7884,Ignacio Bernal 301,68036,Oaxaca,,MX,,
El Rey del Taco,4.0,$,"Tacos, Tacos",+52 81 830 01828,"Paseo de los Leones 2239, Col. Cumbres",64610,Monterrey,Nuevo León,MX,,Mon 7:30 am - 2:30 am Closed now; Tue 7:30 am - 2:30 am; Wed 7:30 am - 2:30 am; Thu 7:30 am - 2:30 am; Fri 7:30 am - 5:00 am; Sat 7:30 am - 5:00 am; Sun 7:30 am - 2:30 am
El rincón,,,"Tacos, Tacos",+52 81 833 38810,"Fransisco Garza Sada 2821, Col. Chepevera",66220,Monterrey,Nuevo León,MX,,
El Romero y La Juliana,,,"Tacos, Tacos",,Av. Urano 7,94299,Boca del Río,Aguascalientes,MX,,Mon Closed; Tue 7:00 pm - 12:00 am; Wed 7:00 pm - 12:00 am; Thu 7:00 pm - 12:00 am; Fri 7:00 pm - 12:00 am; Sat 7:00 pm - 12:00 am; Sun 7:00 pm - 12:00 am Open now
El Sabino,,,"Tacos, Tacos",,Av. Emperador Cuauhtémoc Oeste 101,21960,Ciudad Morelos,Baja California,MX,,
El Sabor de la Noche,2.5,,"Tacos, Tacos",+52 81 177 65351,"Miguel Hidalgo y Costilla 269, Col. Centro",64720,Monterrey,Nuevo León,MX,,
El Sahuaro Tacos Sonora,4.0,,"Tacos, Tacos",+52 81 867 56182,"Puerta del Sol 710, Colinas de San Jerónimo",64633,Monterrey,Nuevo León,MX,,
El Sahuaro Tacos Sonora,4.0,,"Tacos, Tacos",+52 81 867 56182,"Puerta del sol #710, Colinas de San Jerónimo",,Monterrey,Nuevo León,MX,,
El Santo Jarocho,4.0,$$,"Tacos, Tacos",+52 55 5335 0701,"Tlacoquemecatl  218, Col. del Valle",03100,"México, D.F.",,MX,elsantojarocho.com,Mon 11:00 am - 10:00 pm; Tue 11:00 am - 10:00 pm; Wed 11:00 am - 10:00 pm; Thu 11:00 am - 10:00 pm; Fri 11:00 am - 10:00 pm; Sat 11:00 am - 3:00 am; Sun Closed
El Sarape,3.5,$,"Tacos, Tacos",+52 998 206 8085,Becal 22,77515,Cancún,Quintana Roo,MX,,Mon 7:30 am - 4:00 pm Closed now; Tue 7:30 am - 4:00 pm; Wed 7:30 am - 4:00 pm; Thu 7:30 am - 4:00 pm; Fri 7:30 am - 4:00 pm; Sat 7:30 am - 4:00 pm; Sun Closed
El Sazon del Taco,,,"Tacos, Tacos",,"Torres de Santo Domingo 1530, Col.  Villas de Santo Domingo,",66437,San Nicolas de los Garza,Nuevo León,MX,,
